Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales_stage1	Nmales_stage1	Nfemales_stage2	Nmales_stage2	NJuvFemales	NJuvMales
1	41	0	23	145	0	21	3	3	7	8	4	3
1	41	0	24	1141	0	111	7	15	43	46	48	50
1	41	0	26	401	0	35	6	4	9	16	17	9
1	41	0	27	280	0	41	5	6	11	19	6	5
1	41	0	30	1919	0	167	19	17	63	68	77	67
1	41	0	32	154	0	9	0	3	2	4	3	7
1	42	0	0	0	0	0	0	0	0	0	0	0
1	42	0	23	145	0	22	1	3	10	8	7	4
1	42	0	24	1141	0	116	20	12	39	45	38	36
1	42	0	26	401	0	32	6	1	12	13	9	14
1	42	0	27	280	0	49	8	3	15	23	11	3
1	42	0	30	1919	0	183	26	25	65	67	58	70
1	42	0	32	154	0	10	1	1	2	6	1	1
1	43	0	0	0	0	0	0	0	0	0	0	0
1	43	0	23	145	0	21	1	1	8	11	6	3
1	43	0	24	1141	0	115	10	13	48	44	45	52
1	43	0	26	401	0	27	2	4	11	10	7	14
1	43	0	27	280	0	43	4	2	18	19	7	8
1	43	0	30	1919	0	165	20	20	62	63	66	59
1	43	0	32	154	0	10	2	0	1	7	2	1
1	44	0	0	0	0	0	0	0	0	0	0	0
1	44	0	23	145	0	26	5	2	8	11	3	4
1	44	0	24	1141	0	121	16	16	47	42	40	33
1	44	0	26	401	0	32	4	10	9	9	9	8
1	44	0	27	280	0	48	9	6	17	16	11	7
1	44	0	30	1919	0	166	21	14	62	69	66	72
1	44	0	32	154	0	8	1	1	1	5	1	1
1	45	0	0	0	0	0	0	0	0	0	0	0
1	45	0	23	145	0	23	3	0	11	9	4	2
1	45	0	24	1141	0	116	10	11	51	44	50	47
1	45	0	26	401	0	32	4	4	10	14	13	12
1	45	0	27	280	0	45	7	3	21	14	16	12
1	45	0	30	1919	0	174	20	21	66	67	61	61
1	45	0	32	154	0	8	2	1	1	4	2	2
1	46	0	0	0	0	0	0	0	0	0	0	0
1	46	0	23	145	0	21	2	0	12	7	6	9
1	46	0	24	1141	0	128	13	14	54	47	43	54
1	46	0	26	401	0	34	9	3	10	12	9	7
1	46	0	27	280	0	40	3	4	23	10	13	11
1	46	0	30	1919	0	172	20	17	65	70	73	71
1	46	0	32	154	0	9	3	0	2	4	3	2
1	47	0	0	0	0	0	0	0	0	0	0	0
1	47	0	23	145	0	21	4	2	10	5	3	4
1	47	0	24	1141	0	131	16	16	48	51	43	40
1	47	0	26	401	0	28	2	3	10	13	14	12
1	47	0	27	280	0	53	8	10	24	11	8	7
1	47	0	30	1919	0	168	21	22	60	65	69	50
1	47	0	32	154	0	9	0	2	4	3	3	7
1	48	0	0	0	0	0	0	0	0	0	0	0
1	48	0	23	145	0	18	2	1	12	3	10	8
1	48	0	24	1141	0	114	14	9	48	43	39	49
1	48	0	26	401	0	35	7	4	10	14	8	15
1	48	0	27	280	0	52	3	7	26	16	7	12
1	48	0	30	1919	0	159	20	15	59	65	71	60
1	48	0	32	154	0	7	1	1	1	4	2	1
1	49	0	0	0	0	0	0	0	0	0	0	0
1	49	0	23	145	0	24	6	4	10	4	3	5
1	49	0	24	1141	0	106	13	15	40	38	40	41
1	49	0	26	401	0	37	3	7	12	15	15	8
1	49	0	27	280	0	49	3	8	24	14	11	7
1	49	0	30	1919	0	164	23	23	56	62	74	79
1	49	0	32	154	0	6	0	1	1	4	3	3
1	50	0	0	0	0	0	0	0	0	0	0	0
1	50	0	23	145	0	23	0	4	15	4	7	3
1	50	0	24	1141	0	106	13	10	41	42	43	42
1	50	0	26	401	0	37	7	3	12	15	6	16
1	50	0	27	280	0	44	7	5	16	16	6	8
1	50	0	30	1919	0	163	20	26	58	59	63	71
1	50	0	32	154	0	8	2	3	0	3	0	0
1	51	0	0	0	0	0	0	0	0	0	0	0
1	51	0	23	145	0	25	4	3	13	5	3	6
1	51	0	24	1141	0	94	7	9	39	39	31	50
1	51	0	26	401	0	42	4	8	16	14	16	14
1	51	0	27	280	0	51	8	5	18	20	8	10
1	51	0	30	1919	0	171	22	26	59	64	59	65
1	51	0	32	154	0	5	0	0	1	4	2	3
1	52	0	0	0	0	0	0	0	0	0	0	0
1	52	0	23	145	0	24	4	3	12	5	4	3
1	52	0	24	1141	0	95	11	15	30	39	31	34
1	52	0	26	401	0	42	6	8	14	14	13	11
1	52	0	27	280	0	51	5	9	17	20	6	7
1	52	0	30	1919	0	154	17	18	59	60	80	73
1	52	0	32	154	0	9	2	2	1	4	0	0
1	53	0	0	0	0	0	0	0	0	0	0	0
1	53	0	23	145	0	23	1	2	15	5	4	5
1	53	0	24	1141	0	97	10	13	35	39	36	38
1	53	0	26	401	0	39	4	2	15	18	10	18
1	53	0	27	280	0	49	8	5	17	19	5	4
1	53	0	30	1919	0	161	23	27	50	61	47	63
1	53	0	32	154	0	9	0	1	2	6	1	0
1	54	0	0	0	0	0	0	0	0	0	0	0
1	54	0	23	145	0	21	2	4	10	5	3	6
1	54	0	24	1141	0	92	12	13	36	31	36	35
1	54	0	26	401	0	41	6	4	13	18	9	16
1	54	0	27	280	0	35	3	1	16	15	17	10
1	54	0	30	1919	0	160	17	18	59	66	65	84
1	54	0	32	154	0	9	1	1	2	5	2	0
1	55	0	0	0	0	0	0	0	0	0	0	0
1	55	0	23	145	0	18	2	1	8	7	5	6
1	55	0	24	1141	0	94	14	14	32	34	41	30
1	55	0	26	401	0	43	4	4	16	19	18	11
1	55	0	27	280	0	41	12	1	17	11	14	4
1	55	0	30	1919	0	167	18	26	58	65	68	53
1	55	0	32	154	0	6	2	1	0	3	0	0
1	56	0	0	0	0	0	0	0	0	0	0	0
1	56	0	23	145	0	18	1	3	6	8	2	4
1	56	0	24	1141	0	101	13	13	37	38	37	40
1	56	0	26	401	0	48	5	6	19	18	16	14
1	56	0	27	280	0	42	8	4	20	10	7	14
1	56	0	30	1919	0	160	19	15	56	70	56	62
1	56	0	32	154	0	5	0	0	1	4	1	2
1	57	0	0	0	0	0	0	0	0	0	0	0
1	57	0	23	145	0	17	2	1	5	9	2	6
1	57	0	24	1141	0	104	13	9	38	44	37	32
1	57	0	26	401	0	47	4	6	18	19	21	21
1	57	0	27	280	0	41	3	4	21	13	15	12
1	57	0	30	1919	0	154	20	15	56	63	54	70
1	57	0	32	154	0	6	1	1	1	3	1	2
1	58	0	0	0	0	0	0	0	0	0	0	0
1	58	0	23	145	0	15	1	1	5	8	4	5
1	58	0	24	1141	0	96	9	12	31	44	41	29
1	58	0	26	401	0	43	5	6	14	18	13	12
1	58	0	27	280	0	45	9	6	19	11	9	8
1	58	0	30	1919	0	163	15	27	60	61	56	69
1	58	0	32	154	0	9	1	3	2	3	6	3
1	59	0	0	0	0	0	0	0	0	0	0	0
1	59	0	23	145	0	16	2	1	5	8	7	3
1	59	0	24	1141	0	87	14	7	27	39	33	35
1	59	0	26	401	0	40	4	3	15	18	13	13
1	59	0	27	280	0	49	5	7	21	16	8	10
1	59	0	30	1919	0	142	10	17	55	60	60	60
1	59	0	32	154	0	11	2	3	2	4	1	2
1	60	0	0	0	0	0	0	0	0	0	0	0
1	60	0	23	145	0	16	1	2	4	9	5	4
1	60	0	24	1141	0	91	12	11	32	36	37	36
1	60	0	26	401	0	41	6	3	15	17	10	12
1	60	0	27	280	0	46	6	4	20	16	17	5
1	60	0	30	1919	0	152	18	24	51	59	43	66
1	60	0	32	154	0	12	0	1	4	7	3	3
1	61	0	0	0	0	0	0	0	0	0	0	0
1	61	0	23	145	0	17	3	3	3	8	4	1
1	61	0	24	1141	0	103	16	16	32	39	34	35
1	61	0	26	401	0	45	3	8	19	15	11	13
1	61	0	27	280	0	45	9	2	20	14	14	7
1	61	0	30	1919	0	157	15	25	57	60	62	73
1	61	0	32	154	0	16	3	2	4	7	4	2
1	62	0	0	0	0	0	0	0	0	0	0	0
1	62	0	23	145	0	17	1	2	4	10	3	4
1	62	0	24	1141	0	105	13	16	32	44	37	28
1	62	0	26	401	0	44	5	7	16	16	11	12
1	62	0	27	280	0	49	10	3	22	14	15	10
1	62	0	30	1919	0	157	15	22	54	66	77	61
1	62	0	32	154	0	19	4	2	6	7	5	5
1	63	0	0	0	0	0	0	0	0	0	0	0
1	63	0	23	145	0	18	1	2	4	11	3	6
1	63	0	24	1141	0	91	10	8	34	39	45	41
1	63	0	26	401	0	33	2	0	15	16	18	19
1	63	0	27	280	0	52	10	4	26	12	8	7
1	63	0	30	1919	0	157	22	17	49	69	61	53
1	63	0	32	154	0	20	3	2	8	7	3	4
1	64	0	0	0	0	0	0	0	0	0	0	0
1	64	0	23	145	0	18	1	4	3	10	2	1
1	64	0	24	1141	0	96	16	9	35	36	44	43
1	64	0	26	401	0	40	8	6	12	14	13	11
1	64	0	27	280	0	53	6	3	29	15	10	5
1	64	0	30	1919	0	148	12	18	52	66	63	59
1	64	0	32	154	0	18	2	0	9	7	2	6
1	65	0	0	0	0	0	0	0	0	0	0	0
1	65	0	23	145	0	17	2	1	4	10	1	3
1	65	0	24	1141	0	101	13	12	42	34	53	50
1	65	0	26	401	0	44	8	7	15	14	13	13
1	65	0	27	280	0	51	6	4	27	14	19	10
1	65	0	30	1919	0	154	21	19	45	69	37	42
1	65	0	32	154	0	17	3	2	9	3	8	7
1	66	0	0	0	0	0	0	0	0	0	0	0
1	66	0	23	145	0	14	2	0	4	8	11	7
1	66	0	24	1141	0	105	16	11	41	37	47	52
1	66	0	26	401	0	44	5	2	20	17	20	8
1	66	0	27	280	0	49	5	6	25	13	7	11
1	66	0	30	1919	0	143	15	16	46	66	44	55
1	66	0	32	154	0	14	2	1	6	5	5	10
1	67	0	0	0	0	0	0	0	0	0	0	0
1	67	0	23	145	0	16	2	2	4	8	4	2
1	67	0	24	1141	0	121	17	19	48	37	45	44
1	67	0	26	401	0	44	4	3	20	17	16	16
1	67	0	27	280	0	49	3	7	25	14	7	7
1	67	0	30	1919	0	144	16	18	43	67	51	51
1	67	0	32	154	0	16	2	1	7	6	4	7
1	68	0	0	0	0	0	0	0	0	0	0	0
1	68	0	23	145	0	14	1	1	5	7	4	2
1	68	0	24	1141	0	131	18	17	55	41	40	46
1	68	0	26	401	0	55	7	11	19	18	10	19
1	68	0	27	280	0	54	8	7	21	18	11	3
1	68	0	30	1919	0	149	12	22	46	69	46	47
1	68	0	32	154	0	16	1	2	7	6	10	7
1	69	0	0	0	0	0	0	0	0	0	0	0
1	69	0	23	145	0	13	3	1	5	4	4	1
1	69	0	24	1141	0	126	12	17	56	41	49	49
1	69	0	26	401	0	57	9	10	17	21	14	11
1	69	0	27	280	0	53	6	6	23	18	8	6
1	69	0	30	1919	0	147	16	21	43	67	56	50
1	69	0	32	154	0	21	3	3	8	7	3	2
1	70	0	0	0	0	0	0	0	0	0	0	0
1	70	0	23	145	0	15	2	1	7	5	10	6
1	70	0	24	1141	0	120	14	12	56	38	49	48
1	70	0	26	401	0	54	4	3	21	26	20	10
1	70	0	27	280	0	50	8	2	21	19	13	5
1	70	0	30	1919	0	143	14	8	49	72	61	61
1	70	0	32	154	0	18	1	0	9	8	6	6
1	71	0	0	0	0	0	0	0	0	0	0	0
1	71	0	23	145	0	14	1	1	8	4	9	8
1	71	0	24	1141	0	134	21	19	58	36	48	41
1	71	0	26	401	0	49	4	3	19	23	10	15
1	71	0	27	280	0	45	5	4	21	15	10	8
1	71	0	30	1919	0	151	18	20	45	68	46	58
1	71	0	32	154	0	15	1	2	8	4	8	4
1	72	0	0	0	0	0	0	0	0	0	0	0
1	72	0	23	145	0	15	4	1	7	3	1	6
1	72	0	24	1141	0	142	14	18	66	44	47	58
1	72	0	26	401	0	47	4	4	18	21	16	5
1	72	0	27	280	0	38	4	2	21	11	15	15
1	72	0	30	1919	0	149	12	22	48	67	44	53
1	72	0	32	154	0	15	1	2	7	5	6	7
1	73	0	0	0	0	0	0	0	0	0	0	0
1	73	0	23	145	0	17	4	4	6	3	3	6
1	73	0	24	1141	0	143	17	17	57	52	32	34
1	73	0	26	401	0	46	6	1	19	20	14	21
1	73	0	27	280	0	43	4	10	22	7	13	12
1	73	0	30	1919	0	149	15	20	47	67	52	60
1	73	0	32	154	0	15	3	1	6	5	4	10
1	74	0	0	0	0	0	0	0	0	0	0	0
1	74	0	23	145	0	22	2	6	9	5	4	7
1	74	0	24	1141	0	131	9	11	58	53	47	32
1	74	0	26	401	0	47	4	4	20	19	24	9
1	74	0	27	280	0	36	4	4	16	12	7	9
1	74	0	30	1919	0	154	14	17	51	72	63	47
1	74	0	32	154	0	16	1	3	6	6	7	4
1	75	0	0	0	0	0	0	0	0	0	0	0
1	75	0	23	145	0	27	4	4	9	10	2	3
1	75	0	24	1141	0	131	16	5	51	59	47	34
1	75	0	26	401	0	51	8	4	19	20	10	8
1	75	0	27	280	0	35	4	4	18	9	11	8
1	75	0	30	1919	0	154	13	13	52	76	59	54
1	75	0	32	154	0	19	5	2	5	7	5	4
1	76	0	0	0	0	0	0	0	0	0	0	0
1	76	0	23	145	0	27	5	1	10	11	2	1
1	76	0	24	1141	0	117	9	6	54	48	43	52
1	76	0	26	401	0	46	2	4	22	18	11	11
1	76	0	27	280	0	42	10	8	16	8	8	3
1	76	0	30	1919	0	148	20	10	46	72	60	44
1	76	0	32	154	0	18	3	1	8	6	11	5
1	77	0	0	0	0	0	0	0	0	0	0	0
1	77	0	23	145	0	25	2	0	13	10	6	8
1	77	0	24	1141	0	121	15	10	55	41	42	34
1	77	0	26	401	0	52	9	5	18	20	13	12
1	77	0	27	280	0	32	3	2	16	11	24	15
1	77	0	30	1919	0	154	25	17	52	60	39	64
1	77	0	32	154	0	15	3	1	6	5	3	5
1	78	0	0	0	0	0	0	0	0	0	0	0
1	78	0	23	145	0	26	2	4	12	8	2	5
1	78	0	24	1141	0	120	12	14	53	41	45	33
1	78	0	26	401	0	49	5	3	20	21	17	11
1	78	0	27	280	0	39	6	7	16	10	8	14
1	78	0	30	1919	0	148	14	23	54	57	63	63
1	78	0	32	154	0	14	0	1	8	5	7	9
1	79	0	0	0	0	0	0	0	0	0	0	0
1	79	0	23	145	0	21	1	1	12	7	10	11
1	79	0	24	1141	0	134	18	14	54	48	50	40
1	79	0	26	401	0	43	3	5	18	17	12	22
1	79	0	27	280	0	47	5	8	19	15	8	6
1	79	0	30	1919	0	153	18	25	54	56	51	65
1	79	0	32	154	0	19	3	4	6	6	2	5
1	80	0	0	0	0	0	0	0	0	0	0	0
1	80	0	23	145	0	27	6	4	11	6	0	5
1	80	0	24	1141	0	132	10	16	58	48	58	38
1	80	0	26	401	0	48	3	8	16	21	10	9
1	80	0	27	280	0	48	7	5	18	18	8	7
1	80	0	30	1919	0	155	14	20	58	63	64	58
1	80	0	32	154	0	17	1	2	8	6	7	7
1	81	0	0	0	0	0	0	0	0	0	0	0
1	81	0	23	145	0	21	3	2	9	7	3	7
1	81	0	24	1141	0	119	17	10	48	44	50	48
1	81	0	26	401	0	48	6	4	14	24	10	10
1	81	0	27	280	0	43	5	4	18	16	15	11
1	81	0	30	1919	0	159	22	20	54	63	60	53
1	81	0	32	154	0	18	0	5	7	6	6	3
1	82	0	0	0	0	0	0	0	0	0	0	0
1	82	0	23	145	0	21	1	2	11	7	7	6
1	82	0	24	1141	0	121	12	14	53	42	51	49
1	82	0	26	401	0	44	5	4	13	22	4	10
1	82	0	27	280	0	51	5	8	20	18	10	5
1	82	0	30	1919	0	145	13	16	57	59	68	53
1	82	0	32	154	0	16	2	2	6	6	6	3
1	83	0	0	0	0	0	0	0	0	0	0	0
1	83	0	23	145	0	22	4	1	10	7	3	4
1	83	0	24	1141	0	121	16	15	48	42	37	42
1	83	0	26	401	0	36	0	2	15	19	14	16
1	83	0	27	280	0	46	3	8	18	17	8	8
1	83	0	30	1919	0	135	16	13	53	53	68	79
1	83	0	32	154	0	20	2	4	6	8	5	0
1	84	0	0	0	0	0	0	0	0	0	0	0
1	84	0	23	145	0	17	1	1	8	7	6	3
1	84	0	24	1141	0	118	14	10	52	42	48	48
1	84	0	26	401	0	36	4	5	11	16	10	14
1	84	0	27	280	0	42	5	1	15	21	11	9
1	84	0	30	1919	0	137	23	13	47	54	57	44
1	84	0	32	154	0	20	1	0	8	11	10	3
1	85	0	0	0	0	0	0	0	0	0	0	0
1	85	0	23	145	0	21	4	4	6	7	3	6
1	85	0	24	1141	0	110	6	14	55	35	54	48
1	85	0	26	401	0	36	5	4	12	15	13	11
1	85	0	27	280	0	47	9	7	18	13	10	7
1	85	0	30	1919	0	132	15	12	55	50	71	70
1	85	0	31	249	0	1	0	1	0	0	0	0
1	85	0	32	154	0	16	2	2	4	8	4	4
1	86	0	0	0	0	0	0	0	0	0	0	0
1	86	0	23	145	0	19	1	4	7	7	4	3
1	86	0	24	1141	0	113	15	13	48	37	57	41
1	86	0	26	401	0	35	8	1	9	17	11	10
1	86	0	27	280	0	52	8	3	21	20	5	15
1	86	0	30	1919	0	146	26	19	51	50	54	66
1	86	0	31	249	0	0	0	0	0	0	0	0
1	86	0	32	154	0	17	2	3	4	8	2	2
1	87	0	0	0	0	0	0	0	0	0	0	0
1	87	0	23	145	0	21	2	3	6	10	0	4
1	87	0	24	1141	0	105	12	8	54	31	67	56
1	87	0	26	401	0	34	4	3	13	14	7	12
1	87	0	27	280	0	48	4	7	24	13	7	12
1	87	0	30	1919	0	131	19	11	50	51	61	55
1	87	0	31	249	0	0	0	0	0	0	0	0
1	87	0	32	154	0	14	0	1	6	7	4	2
1	88	0	0	0	0	0	0	0	0	0	0	0
1	88	0	23	145	0	21	2	2	6	11	3	5
1	88	0	24	1141	0	112	24	14	47	27	41	41
1	88	0	26	401	0	29	3	4	10	12	20	14
1	88	0	27	280	0	47	4	9	20	14	9	11
1	88	0	30	1919	0	137	21	16	50	50	45	57
1	88	0	31	249	0	0	0	0	0	0	0	0
1	88	0	32	154	0	13	0	1	6	6	8	4
1	89	0	0	0	0	0	0	0	0	0	0	0
1	89	0	23	145	0	21	1	2	7	11	8	5
1	89	0	24	1141	0	110	14	13	55	28	65	53
1	89	0	26	401	0	35	4	8	10	13	8	7
1	89	0	27	280	0	46	4	6	16	20	7	10
1	89	0	30	1919	0	134	20	17	52	45	52	64
1	89	0	31	249	0	0	0	0	0	0	0	0
1	89	0	32	154	0	18	4	1	6	7	3	6
1	90	0	0	0	0	0	0	0	0	0	0	0
1	90	0	23	145	0	25	5	5	6	9	4	3
1	90	0	24	1141	0	118	24	15	50	29	41	37
1	90	0	26	401	0	35	4	6	11	14	16	8
1	90	0	27	280	0	53	9	12	11	21	2	3
1	90	0	30	1919	0	144	13	22	54	55	68	48
1	90	0	31	249	0	0	0	0	0	0	0	0
1	90	0	32	154	0	18	2	1	8	7	7	4
1	91	0	0	0	0	0	0	0	0	0	0	0
1	91	0	23	145	0	16	2	0	5	9	2	6
1	91	0	24	1141	0	116	14	5	61	36	64	75
1	91	0	26	401	0	38	7	3	10	18	9	5
1	91	0	27	280	0	46	6	3	16	21	5	7
1	91	0	30	1919	0	138	21	14	52	51	61	65
1	91	0	31	249	0	0	0	0	0	0	0	0
1	91	0	32	154	0	14	0	1	8	5	8	8
1	92	0	0	0	0	0	0	0	0	0	0	0
1	92	0	23	145	0	19	1	4	7	7	3	4
1	92	0	24	1141	0	119	18	13	60	28	48	59
1	92	0	26	401	0	37	6	1	10	20	12	9
1	92	0	27	280	0	48	3	9	17	19	12	6
1	92	0	30	1919	0	148	20	20	57	51	63	61
1	92	0	31	249	0	0	0	0	0	0	0	0
1	92	0	32	154	0	16	2	2	8	4	7	11
1	93	0	0	0	0	0	0	0	0	0	0	0
1	93	0	23	145	0	19	2	3	6	8	4	3
1	93	0	24	1141	0	127	12	26	59	30	44	52
1	93	0	26	401	0	38	6	3	12	17	10	12
1	93	0	27	280	0	44	4	7	16	17	4	7
1	93	0	30	1919	0	151	22	20	58	51	74	89
1	93	0	31	249	0	0	0	0	0	0	0	0
1	93	0	32	154	0	19	3	4	7	5	5	6
1	94	0	0	0	0	0	0	0	0	0	0	0
1	94	0	23	145	0	20	2	1	7	10	4	4
1	94	0	24	1141	0	118	14	10	53	41	49	49
1	94	0	26	401	0	38	4	3	15	16	13	13
1	94	0	27	280	0	39	3	0	18	18	9	10
1	94	0	30	1919	0	158	21	26	59	52	64	72
1	94	0	31	249	0	0	0	0	0	0	0	0
1	94	0	32	154	0	21	1	5	9	6	6	9
1	95	0	0	0	0	0	0	0	0	0	0	0
1	95	0	23	145	0	21	2	2	7	10	3	1
1	95	0	24	1141	0	124	14	13	58	39	48	40
1	95	0	26	401	0	44	8	7	16	13	16	12
1	95	0	27	280	0	44	4	7	20	13	13	11
1	95	0	30	1919	0	149	16	20	58	55	61	55
1	95	0	31	249	0	0	0	0	0	0	0	0
1	95	0	32	154	0	23	2	3	9	9	6	5
1	95	0	36	1277	0	1	1	0	0	0	0	0
1	96	0	0	0	0	0	0	0	0	0	0	0
1	96	0	23	145	0	19	5	0	6	8	4	3
1	96	0	24	1141	0	115	11	18	53	33	51	58
1	96	0	26	401	0	42	3	5	20	14	19	19
1	96	0	27	280	0	57	8	10	23	16	9	6
1	96	0	30	1919	0	150	17	17	58	58	69	76
1	96	0	31	249	0	0	0	0	0	0	0	0
1	96	0	32	154	0	22	3	2	7	10	2	4
1	96	0	36	1277	0	1	1	0	0	0	0	0
1	97	0	0	0	0	0	0	0	0	0	0	0
1	97	0	23	145	0	19	2	2	7	8	6	3
1	97	0	24	1141	0	114	13	15	49	37	45	55
1	97	0	26	401	0	45	2	8	20	15	15	15
1	97	0	27	280	0	51	5	3	24	19	9	9
1	97	0	30	1919	0	148	16	20	62	50	69	71
1	97	0	31	249	0	0	0	0	0	0	0	0
1	97	0	32	154	0	21	0	4	8	9	6	4
1	97	0	36	1277	0	1	0	0	1	0	0	0
1	98	0	0	0	0	0	0	0	0	0	0	0
1	98	0	23	145	0	20	3	3	5	9	2	1
1	98	0	24	1141	0	120	13	17	50	40	38	37
1	98	0	26	401	0	42	4	7	17	14	14	17
1	98	0	27	280	0	51	4	7	24	16	5	7
1	98	0	30	1919	0	160	19	26	58	57	61	61
1	98	0	31	249	0	0	0	0	0	0	0	0
1	98	0	32	154	0	19	0	0	8	11	10	2
1	98	0	36	1277	0	1	0	0	1	0	0	0
1	99	0	0	0	0	0	0	0	0	0	0	0
1	99	0	23	145	0	20	2	1	8	9	6	7
1	99	0	24	1141	0	113	14	9	46	44	41	35
1	99	0	26	401	0	45	6	8	16	15	11	21
1	99	0	27	280	0	42	4	6	19	13	15	18
1	99	0	30	1919	0	149	27	13	54	55	51	66
1	99	0	31	249	0	0	0	0	0	0	0	0
1	99	0	32	154	0	20	5	2	4	9	1	0
1	99	0	36	1277	0	1	0	0	1	0	0	0
1	100	0	0	0	0	0	0	0	0	0	0	0
1	100	0	23	145	0	20	2	2	8	8	0	0
1	100	0	24	1141	0	113	14	12	46	41	0	0
1	100	0	26	401	0	43	6	3	18	16	0	0
1	100	0	27	280	0	43	7	5	18	13	0	0
1	100	0	30	1919	0	149	19	15	58	57	0	0
1	100	0	31	249	0	0	0	0	0	0	0	0
1	100	0	32	154	0	16	2	2	6	6	0	0
1	100	0	36	1277	0	1	0	0	1	0	0	0
